Tag,Description,ID,Type
Mystery,"Mystery manga focus on unresolved questions, and the efforts of characters to discover the answers to them. Whether curious and deadly events are afoot, or some part of the world itself is strange or inexplicable, or someone's past or identity seems strangely shrouded, these characters are set on learning the truth.",qD5C6NVFqNWhVQSKrYWpY,theme
Natural Disaster,"In these manga, a natural event such as an earthquake or flood causes widespread damage or loss of life.",zhtugNzW9R-jG7g5us7Dr,theme
NEET,"Young people who don't have jobs or aren't enrolled in school are classified as NEETs: Not in Education, Employment, or Training. These manga feature main characters that are NEETs, or focus on the phenomenon.",ebjY4DoE7oScFOV3-KgZ1,theme
Neighbors,"This manga features neighbors: people who live in separate apartments, or in separate rooms in a Boarding House, or live in neighboring houses. ",T7OHJwDhn8VGMKoleZ4p5,theme
Nepal,These manga predominantly or fully take place in Nepal.,M3VO-z12NW0GqAvbtFWx9,theme
Netherlands,"These manga predominantly or fully take place in the Netherlands, informally also known as Holland.",UKRUQ_wJRdmZDERtHr3Zo,theme
Newly Co-ed School,Characters in these manga attend a newly co-ed school that was recently all-girls or all-boys.,AjBOsQZXx3CRPmaALIfsQ,theme
New Zealand,These manga predominantly or fully take place in New Zealand.,Vg9AAPiKl_0MgxQ8wyXMM,theme
Ninja,"Ninjas study the ancient art of ninjitsu. Skills include disappearing in a puff of smoke, making temporary clones, heightened physical agility and speed, stealthy movements, and precision accuracy. Bright-orange attire is optional.",-5qjIZ6gsor7EWdYOg5iq,theme
Nobility,"These manga feature nobles: individuals who hold land passed down through generations. They're given titles such as Marquis, Count, Baron, Earl, or others. Not to be confused with Royalty.",qEC2Y8D1naLiKXMe5Mmmg,theme
No Dialogue,These manga contain no dialogue.,JM9mEAyGS8KwRfen3wRFr,theme
Noir,"Noir is a genre from the 40s and 50s that features hardboiled cynical heroes, femme fatale, and bleak, sleazy settings. These manga either take place in 40s and 50s, or are considered Neo-Noir: titles that combine elements of Noir in a modern or futuristic setting.",KU5iD2P-qtJyBQtJEMXBs,theme
Non-Human Protagonists,"These manga feature protagonists who are not human. They may be animals, monsters, catgirls, deities, space aliens, sentient robots or any other fantastical or supernatural beings. These stories may center solely on a non-human protagonist, or feature one who is paired with a human comrade or romantic partner.",wMj18blQ7COLNdt-OV71N,theme
Norse Mythology,"These manga reference Norse mythology: a collection of myths involving famous Norse Gods, such as Odin, Thor, or Loki; or stories of mythological Norse figures such as Fenrir, Sigurd, or Jormungandr.",FWAOEa2VI84kQ5bWudBMY,theme
Novel Industry,"These manga explore novels and light novels from the industry or consumer side. Common themes include the creative and design process, editing, distribution and marketing, or the culture of novel and light novel consumption.",XLsEfpAIicISgD-nYadki,theme
Novels,These titles are classified as novels. They are typically longer than Light Novels. See also: Web Novels.,4s4E2D2RqQbrb6oKfbPlj,theme
Nurses,"These manga feature nurses: professional health care providers in the Medical industry, usually working alongside Doctors in hospitals or in schools.",qO3f5BimObFK3SLd7ugB0,theme
Obsessive Love,"In these manga, a character has a romantic obsession with another. The feelings may be reciprocated in a dysfunctional relationship, or is Unrequited Love via a Stalker or a yandere that can lead to violence.",MmaQXGuwfBDqYanDJlKzq,theme
Ocean,These manga take place on or within an ocean.,XpMS3_4I4Vq6u7GvJUcaK,theme
Octopuses,These manga feature octopuses: saltwater mollusks with soft bodies that are best known for their eight arms and intelligence.,9Ncfc0UbQWYyfSdFZk3_X,theme
OEL,"These titles have authors and artists that originate from an English-speaking country such as the USA or Canada, and/or were first published in those countries. English is the primary language of these comics.",0Fd0N-LJBlm5SvtpxVXPO,theme
OFL,"These manga-style comics have authors and artists that originate from a French-speaking country, and/or were first published in those countries. French is the primary language of these comics.",Y-G69sx6pIGYqIlLl4K05,theme
OGL,"These manga-style comics have authors and artists that originate from a German-speaking country, and/or were first published in those countries. German is the primary language of these comics.",KgTlAP9nhQYBoXl0-qr3r,theme
Okinawa,These manga predominantly or fully take place in Okinawa.,Sf_6e_xAiB4M9GzxXt74N,theme
Omegaverse,"These manga are classified as Omegaverse, a genre that takes place in an alternate universe where there are six genders. In addition to being a man or a woman, you are also an alpha, a beta, or an omega: classifications based on precise physical and behavioral characteristics. This classification is often a hierarchical social status where alphas are considered superior, betas are ruled by alphas, and omegas are treated as inferior by all. Common Omegaverse tropes include omegas going into heat, attracting mates with pheromones, Fated Lovers, and male pregnancy.",dJVS4jrsx0O9uJOC2_FKy,theme
One-Night Stand,"In these manga, a one-night stand is an important aspect of the story. The characters may have a one-night stand and have to deal with the aftermath, such as sorting through their feelings or dealing with an unplanned Pregnancy; or they might reconnect with someone they had a one-night stand with at some point in the past.",2pTSi2XvCTiWG8mmeZyNq,theme
One Shot,"A One Shot is a single, standalone manga that tells a complete story in roughly 15-60 pages. While the majority of the time they consist of a single chapter, One Shots are occasionally several chapters long. One Shots are often released to gauge interest in a full series, in which case they're also labeled as Pilot Chapters. If popular, these Pilot Chapter/One Shots are serialized into a full series.",YAp6-2WlUhWs2qOk4YCcl,theme
Opposites Attract,"Characters in these manga are polar opposites, but are drawn together in spite of their different personalities. They may start out hostile towards one another and slowly warm up to each other, or the attraction might be instantaneous, hitting them like a tidal wave of unexplained, out-of-control passion.",UHtOaMkVDsZk2SCeMutqb,theme
Orphanage,These manga take place in an orphanage: an institution that houses and provides for the needs of orphaned and abandoned children.,pNMeL5EGbDySOy3RZXOBS,theme
Orphans,These manga feature orphans: characters that were orphaned when both of their birth parents died. They may be Siblings who were orphaned together.,55XKBt-NGtUHtYthV5I8C,theme
OSL,"These manga-style comics have authors and artists that originate from a Spanish-speaking country, and/or were first published in those countries. Spanish is the primary language of these comics.",pTJrcnnCD5_oRSgrbVOxj,theme
Ostriches,"These manga feature ostriches: large, flightless Birds with a long neck and legs that can run up to 43 miles per hour, making them the fastest birds on land.",KC1f1KfbceHyJrvjxKvyU,theme
Otaku Culture,"The word otaku describes a person with obsessive interests, usually in the realm of anime and manga fandom. Characters in these manga may be shown visiting stores to acquire new merchandise, cosplaying as their favourite heroes or heroines, meeting and trading Doujins at fan conventions, or arguing online about works from their favourite authors or studios.",Q54d9OkVILUJzssdu7DAi,theme
Otome Game,"Otome games are typically story-based visual novels aimed at women. The goal is to pursue one of a number of love interests, aiming for the best case \\""Good End\\"" with their chosen love. However, there are usually many branching paths and other endings, including \\""Bad Ends\\"" where they may even meet their demise. These manga feature characters that find themselves in an otome game setting. They often have been Isekai'd or Reincarnated into the otome game, sometimes as the villainess.",9QmJgB4LYYmiYltElZDDx,theme
Otters,"These manga feature otters: semi-aquatic mammals with long, slender bodies, flat tails, and short legs with webbed feet. These highly social animals are often seen clinging to each other in the water as they float together in groups.",dHpZZwT9BFvd2SZHlc3HC,theme
Outer Space,"Unlike their earthbound counterparts, these manga take place in the depths of space: from planets in the outermost reaches of the galaxy, to space stations in orbit around Earth, to ships that travel the solar system, or anything in between.",sfir7VNPOqwWJeGlHtzGX,theme
Outside World,"These manga feature a world where a part of it is foreign and unknown, such as a forbidden area outside of an isolated community, or a mysterious dungeon or pit that has not been fully explored. These mysterious areas compel curious or adventurous people to want to see for themselves.",tfqkQi8z_zkiHq2h3sCaQ,theme
Overpowered Main Characters,"These manga have overpowered protagonists, or overpowered main antagonists. Overpowered manga characters easily rise above the conflicts of their story. When competition is involved, they are typically undefeatable, using their intelligence, fighting prowess or pure raw power to win with ease, always staying ten steps ahead. They might be overpowered because of Cheats.",WHs0YdhDqntvnSPhrrFfM,theme
Owls,These manga feature owls: nocturnal Birds best known for the sound they make. Hoot! Hoot!,Pq0qVDFe0uYUiAB77NO3I,theme
Pandas,These manga feature pandas: large black and white mammals native to China whose diet mainly consists of bamboo. See also: Bears.,LGFtWfEqYMp4QOIlolB28,theme
Pandemic,"A pandemic is an infectious disease that has spread throughout the population in a large region, or even the world, with disastrous consequences like widespread death or illness. These manga follow an epidemic in its infancy, or in the aftermath of a pandemic's wake, with diseases that range from pathogens found in today's society to parasites, to mysterious zombie outbreaks and beyond.",eoibIvy5gVZh7aTnMrhf2,theme
Parody,"These manga imitate well known genres, styles or characters in an exaggerated, comedic manner to poke fun at them.",phGHztRjVNMUBbmVaqxE8,theme
Parrots,"These manga feature parrots: a variety of tropical Birds that include species such as macaws, cockatoos, cockatiels, and parakeets. Some parrots have an ability to imitate human speech.",Mr-82B1RjU-LzcUAen2vI,theme
Pawn Shop,"These manga predominantly take place in a pawn shop, where pre-owned items are bought and sold. Common themes include getting appraisals for items and bartering for purchases.",udqs_Sw6R5IjOowbKvOJX,theme
Penguins,"These manga feature penguins: Birds native to the colder regions of the southern hemisphere. Although they cannot fly, their wings are used as flippers for swimming and diving in the ocean.",C39CoxigR0EoKIa_15WMD,theme
Person in a Strange World,,1xk-nj5vh_U7sqpoGagr3,theme
Pets,"These anime focus on pets and the people who care for them. Common pets include cats, dogs, hamsters and variety of other species.",nN1dXCwmp-CJvWdB_2wTP,theme
Pet Shop,"These manga predominantly take place in a pet shop where traditional animals such as dogs, cats, or fish are sold, or where you can purchase fantastical creatures. The location might be a Mysterious Shop where the pets come with a high cost or come with unintended consequences.",DtVyHBW6yyWTjrqxpLbft,theme
Philippines,These manga predominantly or fully in The Phillipines.,mUPeZmJgQNSf6CWfX2c_z,theme
Photography,"These manga focus on photography, the practice of taking and processing photographs. Characters in these shows may be professional or amateur photographers, or voyeurs who take pictures of others without their consent.",b60xu8qysqlkghCFG-O8g,theme
Pigeons,"These manga feature pigeons. These Birds are known to frequent cities, and some types are used by humans to carry messages from one place to another.",AQBbcOf_lyzh6-PT1ImSH,theme
Pigs,"Pigs are the focus of these manga, whether they're the classic barnyard type or a wild boar.",Gng4j7aankbs9Fpisxl6u,theme
Pill Concocting,"These manhua or novels feature protagonists who study the art of making and refining magical pills using their spiritual energy, or qi, as a form of Cultivation. The pills can have many powers and effects that are dependant on the setting, although they usually help one to increase their cultivation and the power of their qi-based attacks",3dTyxbLXY_hc_E84-xmi-,theme
Pilot Chapter,"A Pilot Chapter is a special type of One Shot manga. Usually, these chapters are released in a serialized magazine or online to gauge interest in a full series. If popular, a full series is created by the author; usually these full series reboot the story of the Pilot Chapter, but rarely they continue the story and treat the Pilot Chapter as a prologue.",6WnWK5aAHLWVDcvfK5q6D,theme
Ping Pong,"Ping Pong is the focus of these manga. Training and competing in tournaments or championships are common themes in sports titles, as well as individual or team spirit, or being an underdog who goes against the odds to succeed.",IKMCVwdXqt6N7RzO-vckk,theme
Pirates,"Yarr matey! These manga follow swashbuckling pirates as they sail the seas or skies, exploring the world, pillaging the populace, or searching for buried treasure. Not to be confused with their counterparts in the heavens, Space Pirates, or ordinary Mercenaries.",BYIs-3GsxILODb5ODm6jl,theme
Plants,"Plants such as flowers, trees, or seedlings are the focus of these manga. Common themes include gardeners or others who appreciate plants; Ikebana flower arrangements; flower or plant shops; sentient or monster plants; or characters with Nature Powers that allow them to grow or control plant life.",nAmmsujKUnn0mI0sHOeqr,theme
Playboys,"These manga feature playboys: men who have frequent and varied sexual or romantic partners. Playboys are typically smooth-talking players who have no problems getting attention from anyone they desire. The manga might focus on a Romance between a playboy and another, or simply on the playboy and how they live their lifestyle.",_ROJleMGTrCygiS0zWKLR,theme
Play or Die,"Characters in these manga are forced or choose to play in a special type of High Stakes Game: you play to win, or you die trying.",aec4gjfuB-TmElpOuuGNZ,theme
Poland,These manga predominantly or fully take place in Poland.,AckQM55PWnjTZcKa_eubY,theme
Polar Bears,These manga feature polar bears: large white carnivorous mammals native to the Arctic and nearby icy areas. See also: Bears.,OvM0ijm7gqf7hzNevbxn3,theme
Pole Dancing,"These manga focus on pole dancing: an activity that combines dance and acrobatics using a vertical pole. Pole dancing is a form of adult entertainment that includes sensual moves, but it is also a mainstream form of fitness given it combines resistance training and cardio, and improves flexibility.",lw1ujT-PYss0TO_TcL1X8,theme
Police,"Police forces are responsible for upholding the justice of their nation and/or community. These manga follow uniformed men and women as they carry out their duties: patrolling the streets, investigating crimes or potential criminals, or keeping citizens safe, whatever the time or place.",VlcSwWZ3V1Mx49G65haLF,theme
Political,"Political issues concern people on a broad scale, and generally relate to a region's government or its relationship with other territories. These manga focus on anything from political campaigns and policies to international politics, wars and treaties.",F1lJRuRjDUB1nb_3IbJbK,theme
Polyamory,"These manga focus on polygamous or polyamorous relationships. Unlike Love Triangles and Harems where two or more people compete for the affections of a single person, poly relationships feature three or more people who are all consenting partners in a Romantic or intimate relationship.",M45m8rLydeDY9ZjbkLoMc,theme
Possessive Lovers,"In these manga, characters are in a relationship in which one or more parties is possessive. They may become jealous easily, or control their partner's life in subtle or abusive ways. This behavior can potentially lead to Obsessive Love or Codependency.",xWxfFR--WpIfohoPNvXR5,theme
Post-apocalyptic,"The world was nearly wiped clean of life, whether through nuclear war, an alien invasion, a natural disaster, or a pandemic. From the ashes of the old world, some societies struggle to endure and rebuild, while others live new, agrarian lifestyles and the old days are merely legends.",vBuF_y-0-tZTKTeliH0qj,theme
Poverty,"Characters in these manga are destitute. Their poverty might be because of Debt, their social standing, their employment status or other reasons.",PH3CH3YrMn2oKHF_NyjHt,theme
Power Suits,"Characters in these manga wear suits of powered armor that are not much larger than the wearer, unlike Mecha, which are giant in size. These suits give the wearer abilities such as enhanced strength or speed, magic shields, or laser weapons. The suits are the product of advanced science or robotics, or have magical origins.",2bBBVgIr3rcqD4gNPMIK2,theme
Pregnancy,"Characters in these manga must deal with a planned or unexpected pregnancy. Or, the manga showcases pregnancy themes.",xd6sB-BuC9zwwTY8Lq5G4,theme
Prehistoric,"These manga take place in the prehistoric era, or have a prehistoric aesthetic. Cavemen, Dinosaurs or ancient beasts that predate human history populate the landscape, or modern characters may arrive through magic or Time Travel.",MLlv8pCfJ65XOWoPKPh5w,theme
Prison,These manga take place in a prison.,crReak2Mxx_Z6YSE-4Ylf,theme
Prophecy,"These manga focus on a prophecy. Characters may possess the gift of prophecy, are trying to fulfill a prophecy, or are attempting to stop one from coming true. Some may rebel against getting involved, while others may be affected by a prophecy whether they like it or not. Common prophecies include the coming of a destined hero, the rise or fall of a great evil, or the foretelling of an event that will have far-reaching consequences.",OLhZlH_0uoDVy0sB_1Pr8,theme
Proxy Battles,"In these manga, protagonists use and control creatures, robots or other beings to fight on their behalf.",FiyEUXsfWZnAUFF-t9a5J,theme
Psychic Powers,"Psychic powers are extraordinary abilities that allow those that have them to project their mind and will onto the world. Common examples include additional or heightened senses; telekinesis, or general manipulation of physical objects; mentally projecting oneself into space or time; or manifesting physical objects from distant places or from nothing at all.",wc3NQ403uOmm64MwkYFU-,theme
Psychological,"Psychological manga delve into mental or emotional states of a character in the midst of a difficult situation, letting you observe them change as tension increases. Internal monologues are a key feature, allowing narration to delve into a character's mind, revealing their innermost ideas and motivations - even as they may be driven to the brink of sanity.",VLEOUvCB7oTH6s1vj1Y8S,theme
Psychopaths,"These manga include psychopaths: people who often engage in frightening or violent behavior with no regard for the feelings or safety of others and usually derive pleasure from the fear and distress their behavior causes. This can have severe and often fatal consequences for the people around them. Some may be Serial Killers, or engage in other violent criminal activity.",CG6EagbG9QV1713Vx8DkY,theme
PVE,"These High Stakes Games manga are PVE: player versus environment. The game rules dictate that players don't battle each other, they must instead fight a common enemy or deal with an external force. Not to be confused with PVP anime (player versus player).",tZd3KydVyEqtZ7j_l3SNn,theme
PVP,"These High Stakes Games manga are PVP: player versus player. The game rules dictate that one or more players are the enemy, pitting the characters against each other. PVP anime are often a Battle Royale setup where players must kill each other off until only one remains. Not to be confused with PVE anime (player versus environment).",xNP9LRAmIE9zuYhnLEwH9,theme
Rabbits,Rabbits are the focus of these manga.,p1vKxnC6xB6X8l1Hp0IuR,theme
Raccoons,These manga feature raccoons: nocturnal mammals known for the rings on their tails and black facial markings that resemble a mask. Not to be confused with Tanuki (also called Raccoon dogs) or Red Pandas.,HOYVBdRoSkkzseweDGO8A,theme
Racing,"Races are competitions of speed and skill where losing means heartache and winning means anything from fame and glory to financial riches. Using bikes, cars, horses, spaceships, or even themselves, competitors battle it out on the streets, on a track, or in the skies to see who can finish the fastest.",_NO1YKohymXoBvjZnL9N8,theme
Rakugo,"These manga feature rakugo (\\u843d\\u8a9e), a type of traditional Japanese storytelling. They may feature characters who are rakugo storytellers, or adapt classic rakugo stories.",cuChpC3yJrFYDDmM7U3vf,theme
Ranchers,"These manga feature characters who work on or own a ranch. They're often depicted as cowboys who are more comfortable at the ranch than in the city. Typical day-to-day duties include taking care of livestock, farming and agriculture, or overall management of the ranch.",UWH9q5Qtv8SDrCdPNTIlj,theme
Real Estate,"These manga focus on real estate: the buying and selling of land, homes, and other buildings. Real estate agents may show a variety of prospective properties to potential clients who are often in search of the perfect home or place to start their business.",6TljFFbPqLDHM0yEAhVLp,theme
Real Robot,"These manga feature Mecha that are based on hard science, and have realistic abilities and limitations. These manga tend to have overarching plots and more mature themes than their Super Robot counterparts.",IE1pXYgS258Ia1840VmRd,theme
Rebellions,"In these manga, one or more characters attempt to overthrow the current government or ruling system, and replace it with their new version of a \\""better\\"" one. They might use Terrorism to achieve their goal. A rebellion might be led by a single person or group of peasants, or it might turn into a full-scale civil war between factions.",jQanqhT3IHsXhr3BZTA41,theme
Recipes,"These food-themed manga showcase step-by-step instructions on how to create a dish, typically including a full recipe with images. The recipes may be for baked goods, savory dishes, or beverages.",7K3xYAEXCybQ__agfufF-,theme
Red Pandas,"These manga feature red pandas: mammals with reddish-brown bodies, black paws, and ringed tails. Not to be confused with Raccoons, Tanuki, or Pandas.",Ux2URr6FsR3WLfDSKAfDS,theme
Reincarnation,"Reincarnation is the concept that a person's essence continues after their body dies, and may be reborn into a new one after their lifetime. These manga focus on the theme of reincarnation, featuring characters who either have been reborn into a new life-cycle, or may be carrying the spirits of past lives as well as having their own personality.",Ea5nyFIqt14I2E6aSu6xz,theme
Religion,"A religion is a set of practices associated with a system of faith. Many religions have an organized structure wherein some manner of spiritual leader guides his or her community in this faith. These manga feature a strong influence from one or several real world religions, which may relate to their faith, their religious orders, or their holy scriptures.",leKmH-_wMBdOg2fhoNGTf,theme
Remarriage,"Characters in these manga are brought together due to a remarriage, for example two people who have just remarried, or have become step-siblings. Common themes include the day-to-day happenings of the remarried characters' Married Life, adjusting to becoming a step-parent or step-child, and step-siblings learning to get along with each other... sometimes a little too closely!",0M6nok_-YVBHXBwCjcckH,theme
Reptiles,"These manga feature reptiles: cold-blooded creatures such as Lizards, Snakes, Turtles, Alligators, and Crocodiles.",RM6FNN4kXdwZAXEBkF-rq,theme
Restaurants,These manga predominantly take place in a restaurant.,ElvVWYkcZmG2qsYMEB_Q0,theme
Revenge,"In these manga, a character seeks vengeance against someone or something that has done them, or someone close to them, harm. The accused offense, be it real or imaginary, can range from a world that has treated them unfairly to more personal motives such as the murder of a loved one, and is the driving force behind the character's actions.",51oZ30d__4AIhu9hevNvQ,theme
Reverse Harem,"A reverse harem includes three or more characters who potentially show romantic interest in a female protagonist. The sex, gender, or orientation of the harem members is irrelevant as long as they exclusively, or at least primarily, are vying for the affections of the same individual - who may or may not reciprocate towards one, several, or none of these romantic rivals.",mlm7hI7OkFWGVLUJ8ci1g,theme
Reverse Isekai,"Unlike typical Isekai titles where a person from Earth is transported to, reborn, or trapped in a parallel universe or fantasy world, in these manga characters from another world find themselves on Earth through similar means.",BXM5YDq4nGij9KgLVtQ4d,theme
Rivalries,"These manga focus on a rivalry relationship between two characters. They might be classmates competing to get the best grades, siblings trying to one-up each other, rivals on a sports team, or strategic rivals who play mind games with each other.",oW_wja9Z0d7PlaXQowMid,theme
Robots,"Robots are machines that can be programmed to do a human's bidding. They often have an artificial intelligence, similar to their human-like Android counterparts; depending on their programming, this intelligence can at times create conflicts against their creators' wishes. Unlike their partially human Cyborg brethren, robots are entirely mechnaical.",3Mosr6a4ZBoXlsSV_5lz9,theme
Rock Climbing,"These manga feature rock climbing. Characters may enjoy bouldering in indoor climbing facilities, scaling natural cliffs and rock walls in The Great Outdoors, or prefer taking a more challenging way up while Mountain Climbing.",7J4K6lXEo0ddvv_K5S_J3,theme
Rock Music,"These manga are all about rock music or its related sub-genre, metal, either through appreciation for the genre or by showcasing headbanging musicians who want nothing more than to make it big.",0HlUd8kduVuU1-ZgQaBFN,theme
Romance,"These manga showcase the joys and hardships of falling in love, whether a schoolgirl has an unrequited crush on her senpai, a Love Triangle occurs within a group of friends, or rivals become lovers through competition or their intense passion for each other.",bPorqNtoCd1LNUqXu-HtK,theme
Romance of the Three Kingdoms,These manga are directly or loosely based on the Romance of the Three Kingdoms novel by Luo Guanzhong.,IE7Y-jEQI60K4r7Tnfrxc,theme
Romantic Comedy,"Romantic comedies, also known as romcoms, are a type of comedy manga focused on relationships. Typically, they feature characters who meet and ultimately fall in love, but can sometimes focus on already-coupled characters whose relationships grow throughout the story. The progression of their relationship is usually what provides the comedy aspect; for example, through the obstacles the couple faces such as a love triangle, or through mismatched personalities, misunderstandings, or other common tropes.",h4_J1KebqK0wUG6qL2azN,theme
Roommates,"This manga features roommates: unrelated people who live together in a house, a dormitory room, or in an apartment unit. Sometimes referred to as housemates or flatmates. These people might share rent or expenses, or they might be roommates for fantastical reasons, such as an alien or creature that decides to live with a human.",sN323nJLeqLpcuUp_6yfV,theme
Royalty,"These manga feature royalty: members of a royal family such as King, Queen, Prince, or Princess.",wYUwQQpvUbiFoftPOSeXF,theme
Rugby,"Rugby is the focus of these manga. Training and competing in Tournaments or championships are common themes in Sports titles, as well as team spirit, or being an underdog who goes against the odds to succeed.",4p37aE1FhaNUsi0TgACbi,theme
Running,"Running is the focus of these manga. Characters may run as part of a School Club, or are a Track and Field athlete on a Sports team, or they may enjoy running casually or in marathons.",rr5cn4c-px8_oOPDnVWbd,theme
Russia,These manga predominantly or fully take place in Russia.,VYdWSYg0ulaXUUD1q00Fa,theme
Sake,"These Alcohol-related manga are about sake - drinking sake, brewing sake, or simply learning about sake.",s0wnAbKhZOFDLPQnSA3En,theme
Salaryman,"These manga feature salarymen, a Japanese term for white-collar office workers. To the salaryman, work is everything. Every morning, they throw on the same blue suit, white shirt, tie, and shined black shoes to work in their office cubicle. Health and family pale in comparison to their all-important career.",cRoh9WrHqe6HxYuz8Isob,theme
Samurai,"Samurai are those who follow bushido, the classical Japanese warrior code, as a way of life, and usually hone their skill in combat to make their way in the world or perfect themselves. Characters in a Samurai manga may be in service to a liege lord, or ronin types who serve none but themselves. Common themes include service, honor, strength, and one-on-one combat or battles, often with blades.",kOPvHjAyp3JxgrLZHiGVd,theme
Sanrio Characters,"These manga feature characters created by Sanrio, a company that creates adorable Japanese products and franchises. Famous examples include Hello Kitty, Gudetama, and Keroppi.",uY0qDwWc-kekpsT8Wd8iu,theme
San-X Characters,"These manga feature characters created by San-X, a Japanese stationary company that creates adorable products and franchises. Unlike Sanrio, San-X's characters are often quirky or bizarre, such as a zombie rabbit, a dog with an afro, or a family made of cheese. Famous examples of more traditional characters include Tarepanda, Sumikko Gurashi, and Rilakkuma.",k8aY42dp4GrOA2Msuk8Qd,theme
Satire,"These comedy manga are parodies that use irony, humor, and exaggerations to criticize or mock culture, politics, or other topical issues.",5VYuPMQqgiqH8QvAL9JbE,theme
School Club,"Characters in these manga are passionate or begrudging participants in a school club. Typical themes include recruitment, day-to-day activities (be they relevant to the club's purpose or not), participating in school activities and celebrations, and going on field trips as a bonding experience for the members.",rFgnrh1FjWbLTxnZg69zE,theme
School Life,"These manga showcase events that occur on a daily basis in a school, whether from the perspective of a student or of a teacher. Having fun in the classroom, attending School Clubs, spending time with friends or doing daily chores are frequent themes in these manga.",9DubUeAV90ZsFrd2-NeuR,theme
Sci Fi,"Sci-fi, or science fiction, is a speculative genre which builds on imagination. Sci-fi manga ask, \\""what if things were different?\\"" They explore a new world, whether it's the world of the future or past, a present Earth with a changed history, a land that was previously unknown, or another planet entirely. The genre commonly features humanity's inquisitiveness and innovation, as they grapple with new technologies, new societies, or new frontiers in Outer Space.",UTD0r7TkeLQ2Gzfm9ccWS,theme
Scotland,These manga predominantly or fully take place in Scotland.,8laZhinC3FG_VlgYIg86s,theme
Scuba Diving,These manga feature scuba diving: a professional or recreational activity where a person dives underwater using special equipment with a self-contained air supply.,lb0XPZmTbqkmW5aJop322,theme
Seals,Seals are the focus of these manga.,-nOMIetn0H0UM7PUyr9ue,theme
Second Chance,"Characters in these manga are sent back in time, against their will, into a younger version of themselves to have a second chance at life. Typically this occurs after the characters die or are killed, but sometimes through other means. After they appear in the past, they may use the opportunity to atone for their past mistakes, to save a life, or to simply live a different version of the life they once had. If the characters travel into the past more than once, Time Loop is used instead.",ir-Zo6mBH5MXuBy2qzrO-,theme
Secret Child,"In these manga, a character is raising a child in secret. The other parent is unaware that the child is theirs, or in some cases doesn't even know they exist. Drama and Child Custody issues may follow when the secret is revealed, and might lead to the parents reconnecting and deciding to raise their child together.",nFBL52HnRufwOFnZk3Ihg,theme
Secret Identity,"Characters in these manga have a secret identity: they live a double life. Examples include Thieves, masked superheroes, and magical girls.",lP_-aFJfwDuhFY-jy6hKg,theme
Seinen,"Seinen (\\u9752\\u5e74), translated as \\""youth\\"", is a demographic aimed at men from late teens to adulthood who understand kanji. Seinen manga rarely include furigana with kanji, and have a wide variety of topics and themes. Seinen is the counterpart of Josei, a demographic aimed at women.",c5NxFOcj1HnrC0Y9hVSDw,theme
Senpai-Kouhai Relationship,"These manga focus on a relationship between students who are in different grade levels. Upperclassmen are known as \\""senpai\\"" (\\u5148\\u8f29), while underclassmen are referred to as \\""kouhai\\"" (\\u5f8c\\u8f29). Notice me, senpai! ",S0u9vUWNiHGDG-cIRj-ln,theme
Sentai,"Sentai is a sub-genre of Tokusatsu that is based on, or inspired by, the Super Sentai live-action franchise by Toei. Typically, these manga star a group of three or more costumed Superheroes who work together in a squadron to defeat evil or battle Kaijuu, and frequently pilot one or more robotic vehicles.",CmldrCWO0byKlF9Si-Av2,theme
Sentient Mecha,"These anime feature living, sentient Mecha that don't have a pilot. They might be Transforming Mecha or Combining Mecha.",XqR-drPJ2ixAla2En2Zja,theme
Serial Killers,"A serial killer is a person who commits a series of murders, often with a predictable pattern or with a specific motive, such as holding a grudge, or even promoting their own twisted sense of vigilante justice. Serial killers are the focus of these manga. Typical themes include psychological cat and mouse games with police, calling cards, and the process of unmasking the killer.",t6JlPlGaPXd-lYIKSPp1W,theme
Sharks,"These manga feature sharks: large Fish best known for the sharp, pointed teeth many species possess.",MdH2ykFCIhdtYvy7U7z2K,theme
Sheikhs,"These manga feature sheikhs. The term means different things in different regions, such as male leaders of an Arab family or village, wealthy or influential members of Arab society, or royalty.",OLmnakSFEro0fHvUfuj_y,theme
Sherlock Holmes,These manga are directly or loosely based on the Sherlock Holmes novels by Sir Arthur Conan Doyle.,vG3pwGuDH-xpreCrkgwn9,theme
Shinigami,"Shinigami, also known as death gods, are mysterious figures that interact with the dead or the soon-to-be deparated. These beings may assist souls in passing to another world by arriving to lend a helping hand at the moment a person dies, or might maliciously divert a passing soul for their own motives. Manga with Shinigami frequently take place in the afterlife or follow a Shinigami as they complete their duties.",rsAvsu9mmvf-A5g3B44pe,theme
Ship,"These manga primarily take place onboard a ship that sails the seas. The craft might be a cruise ship, a freighter, or a military vessel.",U_O3-z-MVz8VmGhHGiHQ0,theme
Shogi,"Also known as Japanese chess, Shogi is a two-player, strategy Board Game where opponents each use a set of 20 flat, wedge-shaped pieces. Like with standard chess, the game ends when one player checkmates the other's king.",KO-AJ1DPlpOv-vC0aTwmG,theme
Shoujo,"Shoujo (\\u5c11\\u5973), translated as \\""young woman\\"", is a demographic aimed at teenage girls. The most iconic and influential Shoujo character designs come from the early 20th century, where girls and boys alike were drawn with huge eyes. Shoujo is the counterpart of Shounen, a demographic aimed at boys and young men.",A9MzwGmwNpnxl6GJgNuWC,theme
